1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,1,6
7,1,7
8,1,8
9,1,9
10,1,10
11,1,11
12,1,12
13,1,13
14,1,14
15,1,15
16,1,16
17,1,17
18,1,18
19,1,19
20,1,20
21,1,21
22,1,22
23,1,23
24,1,24
25,1,25
26,1,26
27,1,27
28,1,28
29,1,29
30,1,30
31,1,31
32,1,32
33,1,33
34,1,34
35,1,35
36,1,36
37,1,37
38,1,38
39,1,39
40,1,40
41,1,41
42,1,42
43,1,43
44,1,44
45,1,45
46,1,46
47,1,47
48,1,48
49,1,49
50,1,50
51,2,1
52,2,2
53,2,3
54,2,4
55,2,5
56,2,6
57,2,7
58,2,8
59,2,9
60,2,10
61,2,11
62,2,12
63,2,13
64,2,14
65,2,15
66,2,16
67,2,17
68,2,18
69,2,19
70,2,20
71,2,21
72,2,22
73,2,23
74,2,24
75,2,25
76,2,26
77,2,27
78,2,28
79,2,29
80,2,30
81,2,31
82,2,32
83,2,33
84,2,34
85,2,35
86,2,36
87,2,37
88,2,38
89,2,39
90,2,40
91,2,51
92,2,52
93,2,53
94,2,54
95,2,55
96,2,56
97,2,57
98,2,58
99,2,59
100,2,60
101,3,1
102,3,2
103,3,3
104,3,4
105,3,5
106,3,6
107,3,7
108,3,8
109,3,9
110,3,10
111,3,11
112,3,12
113,3,13
114,3,14
115,3,15
116,3,16
117,3,17
118,3,18
119,3,19
120,3,20
121,3,21
122,3,22
123,3,23
124,3,24
125,3,25
126,3,26
127,3,27
128,3,28
129,3,29
130,3,30
131,3,41
132,3,42
133,3,43
134,3,44
135,3,45
136,3,46
137,3,47
138,3,48
139,3,49
140,3,50
141,3,51
142,3,52
143,3,53
144,3,54
145,3,55
146,3,56
147,3,57
148,3,58
149,3,59
150,3,60
151,4,1
152,4,2
153,4,3
154,4,4
155,4,5
156,4,6
157,4,7
158,4,8
159,4,9
160,4,10
161,4,11
162,4,12
163,4,13
164,4,14
165,4,15
166,4,16
167,4,17
168,4,18
